Y,X,Name
-17.6797801299634,117.517465118646,50KNF
-20.264336440189,118.481308610968,50KPC
-19.4823983289941,118.475883604445,50KPD
-18.5787650752467,118.467921849127,50KPE
-17.675042093561,118.460404788544,50KPF
-16.7717754180299,118.453326101997,50KPG
-19.9749000943651,119.440066506509,50KQC
-19.4721395753863,119.427788496625,50KQD
-18.5690168008688,119.414701428666,50KQE
-17.6657991352343,119.402345177849,50KQF
-16.763032632631,119.390709380927,50KQG
-19.8934961221022,120.055118741385,50KRC
-19.45688207875,120.379516047786,50KRD
-18.5545184162931,120.361318951034,50KRE
-17.6520521987517,120.34413772762,50KRF
-16.750029512019,120.32795802085,50KRG
-15.8473721695068,120.31273827427,50LRH
-17.666897626212,120.689409677079,51KTA
-16.7640716822156,120.700602033877,51KTB
-19.4733587832736,120.664935952513,51KTU
-18.5701753441282,120.677524306835,51KTV
-17.6757058514987,121.631970166945,51KUA
-16.7724032560463,121.638601454786,51KUB
-19.2603541156125,121.327432678236,51KUU
-18.5794651225105,121.624928206144,51KUV
-17.7227235284233,122.150517286672,51KVA
-16.7764651722077,122.576435434038,51KVB
-18.202102476194,122.165592096351,51KVV
-17.2463595425882,123.504235195786,51KWA
-16.7762570430933,123.514955984759,51KWB
-16.3056914186606,124.29415522293,51KXB
-15.8606178662624,120.711130160453,51LTC
-14.9570823096573,120.72100140747,51LTD
-14.0540114019394,120.730223673295,51LTE
-15.8684768224959,121.644839134804,51LUC
-14.964472686443,121.650687574953,51LUD
-14.0609372399025,121.656151464605,51LUE
-13.1567899044559,121.6612446322,51LUF
-12.2525771617195,121.665970397141,51LUG
-15.8723083096653,122.578376785061,51LVC
-14.9680757149788,122.580196984318,51LVD
-14.0643137816375,122.581897494419,51LVE
-13.1599415290782,122.583482619278,51LVF
-12.255505449304,122.584953393501,51LVG
-11.3515522512318,122.586310958351,51LVH
-15.8721119878603,123.512595794434,51LWC
-14.9678910989371,123.51038289267,51LWD
-14.0641407705771,123.508315503327,51LWE
-13.1597800427822,123.50638839212,51LWF
-12.2553554067246,123.504600302016,51LWG
-11.3514135711497,123.502949846182,51LWH
-15.897164076378,124.422291105196,51LXC
-14.9639157765974,124.44042454368,51LXD
-14.0604153368917,124.434592004456,51LXE
-13.1563027655544,124.429155197598,51LXF
-12.2521245428636,124.424110579284,51LXG
-11.3484273670057,124.419454240922,51LXH
-10.4441306659896,124.415174558231,51LXJ
-15.193,124.751,51LYC
-14.9007191566407,125.065985478461,51LYD
-14.0531476579563,125.359914064364,51LYE
-13.1495191773348,125.35097681861,51LYF
-12.2458216493874,125.342684205099,51LYG
-11.342601750273,125.335029811241,51LYH
-10.4387797386421,125.327994542503,51LYJ
-14.4846544095189,125.907159858511,51LZD
-14.0423382761155,126.285135547452,51LZE
-13.1394297440372,126.272707513035,51LZF
-12.2364471244411,126.261175763086,51LZG
-11.33393706065,126.250531412288,51LZH
-10.4308210452796,126.240747932127,51LZJ
-14.0203502714264,126.6247207992,52LBK
-13.1503253896358,126.738820282968,52LBL
-12.2465707337496,126.746796822505,52LBM
-11.343294112123,126.75415946143,52LBN
-10.4394156856754,126.760926568917,52LBP
-9.53548219306437,126.767102236725,52LBQ
-14.9971979385819,128.180441158003,52LCH
-14.9730782430966,128.14727657671,52LCJ
-14.0609372399025,127.656151464605,52LCK
-13.1567899044559,127.6612446322,52LCL
-12.2525771617195,127.665970397141,52LCM
-11.348845711217,127.670332421114,52LCN
-10.4445149211437,127.674341595965,52LCP
-9.54013156523971,127.67800035054,52LCQ
-14.9549884714826,128.210590777359,52LDH
-14.7168064785651,128.581431095446,52LDJ
-14.0643137816375,128.581897494419,52LDK
-13.1599415290782,128.583482619278,52LDL
-12.255505449304,128.584953393501,52LDM
-11.3515522512318,128.586310958351,52LDN
-10.4470009178886,128.587558704157,52LDP
-9.5423982389747,128.588697388267,52LDQ
-14.8735844992197,129.473859828403,52LEJ
-13.9962305759411,129.500994485824,52LEK
-13.1597800427822,129.50638839212,52LEL
-12.2553554067246,129.504600302016,52LEM
-11.3514135711497,129.502949846182,52LEN
-10.446873538248,129.501432902016,52LEP
-9.5422820969675,129.500048549198,52LEQ
-13.0676222997563,130.064792367793,52LFL
-12.2521245427815,130.424110579533,52LFM
-11.2616601002928,130.309004284582,52LFN
-10.4441306659896,130.415174558231,52LFP
-9.53978121038539,130.411268936805,52LFQ
-12.1842384526064,131.412480353036,52LGM
-11.1983458996439,131.38836065755,52LGN
-10.4387797386421,131.327994542503,52LGP
-9.53490234922429,131.321574145821,52LGQ
-12.1299691377644,132.250639771151,52LHM
-11.1380466609306,132.09084678856,52LHN
-10.4308210452796,132.240747932127,52LHP
-9.52764575750992,132.231819434059,52LHQ
-16.6825616606187,138.346892805066,53KRB
-12.0395202796944,132.561180850524,53LKG
-11.343294112123,132.75415946143,53LKH
-10.4394156856754,132.760926568917,53LKJ
-9.53548219306436,132.767102236725,53LKK
-11.8405327919405,133.939018455123,53LLG
-11.348845711217,133.670332421114,53LLH
-10.4445149211437,133.674341595965,53LLJ
-9.54013156523971,133.67800035054,53LLK
-8.63624259336398,133.681311475066,53LLL
-11.9852509648525,134.587235271291,53LMG
-11.3515522512318,134.586310958351,53LMH
-10.4470009178886,134.587558704157,53LMJ
-9.5423982389747,134.588697388267,53LMK
-8.63829118014074,134.589727879768,53LML
-14.9549884714826,135.53393331909,53LND
-14.2977267695076,135.844474398464,53LNE
-13.4625823133284,136.016327228796,53LNF
-12.0093706603378,135.479664004248,53LNG
-11.3514135711497,135.502949846182,53LNH
-10.446873538248,135.501432902016,53LNJ
-9.5422820969675,135.500048549198,53LNK
-15.6363698689429,136.637409387543,53LPC
-14.9639157765974,136.44042454368,53LPD
-14.0625597385257,136.372092737205,53LPE
-13.2304302442822,136.559020377216,53LPF
-11.9490714216245,136.12486585848,53LPG
-11.3484273670057,136.419454240922,53LPH
-10.4441306659896,136.415174558231,53LPJ
-9.53978121038539,136.411268936805,53LPK
-15.8596377552358,137.379764118249,53LQC
-14.9561606339186,137.369501749302,53LQD
-14.0531476579563,137.359914064364,53LQE
-13.1495191773348,137.35097681861,53LQF
-12.2458216493874,137.342684205099,53LQG
-11.342601750273,137.335029811241,53LQH
-10.4387797386421,137.327994542503,53LQJ
-9.53490234922429,137.321574145821,53LQK
-15.8473721695068,138.31273827427,53LRC
-14.9446262962664,138.298467908284,53LRD
-14.0423382761155,138.285135547452,53LRE
-13.1394297440372,138.272707513035,53LRF
-12.2364471244411,138.261175763086,53LRG
-11.33393706065,138.250531412288,53LRH
-10.4308210452796,138.240747932127,53LRJ
-9.52764575750992,138.231819434059,53LRK
-16.7640716822156,138.700602033877,54KTG
-17.4875564974413,139.670461094823,54KUF
-16.7724032560463,139.638601454786,54KUG
-17.5689604697043,140.505605551002,54KVF
-16.7764651722077,140.576435434038,54KVG
-16.5830679167418,141.193016872334,54KWG
-15.8606178662624,138.711130160453,54LTH
-14.9570823096573,138.72100140747,54LTJ
-14.0540114019394,138.730223673295,54LTK
-13.1503253896358,138.738820282968,54LTL
-12.2465707337496,138.746796822505,54LTM
-11.343294112123,138.75415946143,54LTN
-10.4394156856754,138.760926568917,54LTP
-15.8684768224959,139.644839134804,54LUH
-14.964472686443,139.650687574953,54LUJ
-14.0609372399025,139.656151464605,54LUK
-13.1567899044559,139.6612446322,54LUL
-12.2525771617195,139.665970397141,54LUM
-11.348845711217,139.670332421114,54LUN
-10.4445149211437,139.674341595965,54LUP
-15.8723083096653,140.578376785061,54LVH
-14.9680757149788,140.580196984318,54LVJ
-14.0643137816375,140.581897494419,54LVK
-13.1599415290782,140.583482619278,54LVL
-12.255505449304,140.584953393501,54LVM
-11.3515522512318,140.586310958351,54LVN
-10.4470009178886,140.587558704157,54LVP
-15.8564620902465,141.358839778795,54LWH
-14.9678910989371,141.51038289267,54LWJ
-14.0641407705771,141.508315503327,54LWK
-13.1597800427822,141.50638839212,54LWL
-12.2553554067246,141.504600302016,54LWM
-11.3514135711497,141.502949846182,54LWN
-10.446873538248,141.501432902016,54LWP
-12.2553554067246,141.504600302016,54LXM
-11.3490939964271,142.049266062062,54LXN
-10.4441306659896,142.415174558231,54LXP
-32.1289424653371,158.521438416281,57HVE
-32.1285100487834,159.581818163884,57HWE
-31.2265819838587,158.526045107742,57JVF
-30.3246353069717,158.530446554266,57JVG
-29.4220218332365,158.534655758826,57JVH
-28.5192851996094,158.538677246465,57JVJ
-31.2261644633061,159.576217634727,57JWF
-30.3242323996387,159.570866626561,57JWG
-29.4216332879534,159.565749331454,57JWH
-28.5189107705569,159.560860247821,57JWJ
-29.3969474885289,167.626219301246,58JGN
-28.495121624405,167.603553996912,58JGP
-29.3988869160548,168.474064525175,59JKH
-28.496990621114,168.495866600259,59JKJ
-9.5422820969675,141.500048549198,54LWQ
-9.53978121038539,142.411268936805,54LXQ
-13.9325083291612,143.660331162186,54LYK
-13.1499641004761,143.548174986088,54LYL
-12.2458216493874,143.342684205099,54LYM
-11.342601750273,143.335029811241,54LYN
-10.4387797386421,143.327994542503,54LYP
-9.5349023492243,143.321574145821,54LYQ
-14.0423382761155,144.285135547452,54LZK
-13.1394297440372,144.272707513035,54LZL
-12.2364471244411,144.261175763086,54LZM
-11.33393706065,144.250531412288,54LZN
-10.4308210452796,144.240747932127,54LZP
-9.52764575750992,144.231819434059,54LZQ
-17.7024852484615,146.168551100382,55KCA
-16.7262167156068,145.70973037998,55KCB
-18.1689529808698,146.081884964306,55KCV
-17.680000167832,146.574371570257,55KDA
-16.7764651722077,146.576435434038,55KDB
-19.2089466137803,146.821096124953,55KDU
-18.5839942306698,146.572179881548,55KDV
-17.6797801299634,147.517465118646,55KEA
-19.4765920340146,147.555209277596,55KEU
-18.5837621622686,147.520129655297,55KEV
-17.675042093561,148.460404788544,55KFA
-20.8301131591995,148.96480849083,55KFS
-20.1495290906037,148.699712074598,55KFT
-19.4823983289941,148.475883604445,55KFU
-18.5787650752467,148.467921849127,55KFV
-22.0944191443063,149.60460849539,55KGR
-21.2775425720349,149.456220897649,55KGS
-20.3746216989536,149.441616228817,55KGT
-19.4721395753863,149.427788496625,55KGU
-18.5690168008688,149.414701428666,55KGV
-23.5167633775514,150.947933604566,56KKU
-23.0987267211855,150.800091372436,55KHQ
-22.1627711495272,150.440453487977,55KHR
-21.2607423390649,150.419049138045,55KHS
-20.3585973971992,150.398742653533,55KHT
-19.45688207875,150.379516047786,55KHU
-14.6997585338328,145.00110726736,55LBD
-14.0540114019394,144.730223673295,55LBE
-13.1503253896358,144.738820282968,55LBF
-12.2465707337496,144.746796822505,55LBG
-11.343294112123,144.754159461431,55LBH
-10.4394156856754,144.760926568917,55LBJ
-9.53548219306436,144.767102236725,55LBK
-15.8684768224959,145.644839134804,55LCC
-14.964472686443,145.650687574953,55LCD
-14.0609372399025,145.656151464605,55LCE
-13.1567899044559,145.6612446322,55LCF
-15.8723083096653,146.578376785061,55LDC
-14.9680757149788,146.580196984318,55LDD
-24.4547968503726,152.07204436955,56JLT
-24.9082407634564,152.553011197024,56JMT
-24.9079205777648,153.543433869755,56JNT
-24.9010261718996,154.533664654433,56JPT
-22.1817617661227,150.622778957524,56KKA
-21.2788850726756,150.637586971281,56KKB
-20.3759021879872,150.651635138329,56KKC
-19.4733587832736,150.664935952513,56KKD
-23.5167633775514,150.947933604566,56KKU
-23.1038247291899,150.845973444477,56KKV
-22.1930299106512,151.592491143293,56KLA
-21.2896500251626,151.601265174876,56KLB
-20.3861698601236,151.609588870107,56KLC
-19.4831350378153,151.617469650316,56KLD
-23.9602900739397,151.572439585113,56KLU
-23.0957642257882,151.583259602425,56KLV
-22.1985236471869,152.562084252689,56KMA
-21.294898405246,152.564815084691,56KMB
-20.3911757710716,152.567405736655,56KMC
-24.0049269761468,152.556187616479,56KMU
-23.1015062291644,152.559211005029,56KMV
-22.1982421500013,153.532403363437,56KNA
-21.2946294808891,153.529083370407,56KNB
-24.0046198619957,153.539572161117,56KNU
-23.1012120107215,153.535896496318,56KNV
-23.9980069052382,154.522770745978,56KPU
-30.648782539158,153.055851665953,56JMM
-34.8253513267674,115.413337325701,50HLG
-33.9296788247877,114.954249534073,50HLH
-33.0224380338067,115.44642833965,50HLJ
-32.1205035625034,115.461905288561,50HLK
-35.0962197263448,116.442129248791,50HMG
-35.1637278803701,117.624872107314,50HNG
-34.8239068132102,118.693785096395,50HPG
-34.8037937083508,119.785897238946,50HQG
-34.0862977421263,119.833738907022,50HQH
-31.3616686456652,115.283689325716,50JLL
-30.6487825391581,115.070363558997,50JLM
-34.010688609618,120.349501203775,51HTC
-33.9236940190762,121.430255589536,51HUC
-34.002587631135,122.517863111068,51HVC
-33.9322683299924,123.593795443673,51HWC
-33.0210879129553,124.658462409197,51HXD
-33.0022888025736,125.727855270073,51HYD
-32.425597153104,125.817661679824,51HYE
-32.3526883467566,126.387430499798,52HBK
-32.2905808450534,127.464860638042,52HCK
-32.1289424653371,128.521438416281,52HDK
-32.1010376970442,131.700707242158,52HGK
-31.6803071326646,129.581916348275,52JEL
-31.6668055018596,130.626942572587,52JFL
-31.6019976739953,131.291222808196,52JGL
-32.1031959917444,132.402413106196,53HKE
-32.2500759526382,133.456884389327,53HLE
-34.8346973716968,134.506320143295,53HMB
-33.9327314170269,134.51158654523,53HMC
-33.2086917397974,134.283184194597,53HMD
-32.5444115041885,134.102262341809,53HME
-34.8342184674544,135.600197993802,53HNB
-34.1916104624058,135.193194110858,53HNC
-35.6848908294455,136.69187513022,53HPA
-34.8239068132102,136.693785096395,53HPB
-33.9222972036546,136.675725876624,53HPC
-35.7045822452861,137.816918373036,53HQA
-34.6992717806761,137.3858589536,53HQB
-33.9028480761167,137.756222913381,53HQC
-33.0466721701367,137.788207551591,53HQD
-35.707053006594,138.290626007728,54HTF
-34.8061838773354,138.320466361165,54HTG
-37.5289248395663,139.357841953975,54HUD
-36.6276982202411,139.377171945753,54HUE
-35.8847149653604,139.257184983181,54HUF
-38.4406555629675,140.482753074732,54HVC
-37.7236370810095,140.199598813374,54HVD
-38.4401097697002,141.628849250538,54HWC
-38.5769401478893,142.700100838471,54HXC
-39.305030253132,143.955710030837,54HYB
-38.6741518896858,143.955752503342,54HYC
-41.1077770914534,144.080829052797,55GBQ
-40.2078951897836,144.119831309955,55GBR
-42.9320618974472,145.221779491793,55GCN
-42.0414586124678,145.149296666509,55GCP
-40.7912075999192,145.400426999483,55GCQ
-40.2311752272801,145.294407419105,55GCR
-43.8451008938906,146.438429105817,55GDM
-43.3457161482366,145.881085056144,55GDN
-41.0801424991475,146.445453223795,55GDQ
-43.8444412618293,147.68273507015,55GEM
-42.9649701595339,147.593091842225,55GEN
-42.316891880891,148.095352508174,55GEP
-40.7642043383091,147.65789967009,55GEQ
-40.241945773178,147.645208437835,55GER
-42.0298713177472,148.871226115349,55GFP
-41.1299933014284,148.845415604002,55GFQ
-40.2294206888715,148.820734362697,55GFR
-39.3078423683818,144.15711580218,55HBS
-38.490529710737,144.258189033375,55HBT
-37.9963700232718,144.69834219762,55HBU
-38.4300043178251,145.337631456542,55HCT
-37.9288618692465,144.922469268984,55HCU
-39.3413918584574,146.476177864713,55HDS
-38.8037675454144,146.712785513735,55HDT
-39.340828334287,147.636842930203,55HES
-38.4401097697002,147.628849250538,55HET
-37.9153602384414,148.073749898885,55HEU
-37.8883569768313,148.770434048426,55HFU
-37.5805197944759,150.004483104009,55HGU
-36.6072237694176,150.259450605588,56HKE
-35.7550993096318,150.358225831102,56HKF
-34.8666920026588,150.841584213923,56HKG
-33.9236940190762,151.430255589536,56HLH
-33.1654865212212,151.711089237769,56HLJ
-33.0311732864297,152.51662080778,56HMJ
-32.1312616015536,152.618398827869,56HMK
-31.3913722334363,153.028848404342,56JML
-25.701785012184,152.950538945673,56JMS
-31.2261644633061,153.576217634727,56JNL
-30.3242323996387,153.570866626561,56JNM
-29.4216332879534,153.565749331454,56JNN
-28.5209255242806,153.639122116731,56JNP
-27.6166089058705,153.556193885432,56JNQ
-26.7136470404932,153.551736941499,56JNR
-25.8105693936802,153.547485065527,56JNS
